timestart,timeend,confidence,target
2019-03-19 16:20:00.000,2019-03-19 16:20:04.980,1.0,-1
2019-03-19 16:20:05.000,2019-03-19 16:20:09.979,1.0,-1
2019-03-19 16:20:10.000,2019-03-19 16:20:14.979,1.0,-1
2019-03-19 16:20:15.000,2019-03-19 16:20:19.979,1.0,-1
2019-03-19 16:20:20.000,2019-03-19 16:20:24.979,1.0,-1
2019-03-19 16:20:25.000,2019-03-19 16:20:29.979,1.0,-1
2019-03-19 16:20:30.000,2019-03-19 16:20:34.979,1.0,-1
2019-03-19 16:20:35.000,2019-03-19 16:20:39.979,1.0,-1
2019-03-19 16:20:40.000,2019-03-19 16:20:44.979,1.0,-1
2019-03-19 16:20:45.000,2019-03-19 16:20:49.979,1.0,-1
2019-03-19 16:20:50.000,2019-03-19 16:20:54.979,1.0,-1
2019-03-19 16:20:55.000,2019-03-19 16:20:59.979,1.0,-1
2019-03-19 16:21:00.000,2019-03-19 16:21:04.980,1.0,-1
2019-03-19 16:21:05.000,2019-03-19 16:21:09.979,1.0,-1
2019-03-19 16:21:10.000,2019-03-19 16:21:14.979,1.0,-1
2019-03-19 16:21:15.000,2019-03-19 16:21:19.979,1.0,-1
2019-03-19 16:21:20.000,2019-03-19 16:21:24.979,1.0,-1
2019-03-19 16:21:25.000,2019-03-19 16:21:29.979,1.0,-1
2019-03-19 16:21:30.000,2019-03-19 16:21:34.979,1.0,-1
2019-03-19 16:21:35.000,2019-03-19 16:21:39.979,1.0,-1
2019-03-19 16:21:40.000,2019-03-19 16:21:44.979,1.0,-1
2019-03-19 16:21:45.000,2019-03-19 16:21:49.979,1.0,-1
2019-03-19 16:21:50.000,2019-03-19 16:21:54.979,1.0,-1
2019-03-19 16:21:55.000,2019-03-19 16:21:59.979,1.0,-1
2019-03-19 16:22:00.000,2019-03-19 16:22:04.980,1.0,-1
2019-03-19 16:22:05.000,2019-03-19 16:22:09.979,1.0,-1
2019-03-19 16:22:10.000,2019-03-19 16:22:14.979,1.0,-1
2019-03-19 16:22:15.000,2019-03-19 16:22:19.979,1.0,-1
2019-03-19 16:22:20.000,2019-03-19 16:22:24.979,1.0,-1
2019-03-19 16:22:25.000,2019-03-19 16:22:29.979,1.0,-1
2019-03-19 16:22:30.000,2019-03-19 16:22:34.979,1.0,-1
2019-03-19 16:22:35.000,2019-03-19 16:22:39.979,1.0,-1
2019-03-19 16:22:40.000,2019-03-19 16:22:44.979,1.0,-1
2019-03-19 16:22:45.000,2019-03-19 16:22:49.979,1.0,-1
2019-03-19 16:22:50.000,2019-03-19 16:22:54.979,1.0,-1
2019-03-19 16:22:55.000,2019-03-19 16:22:59.979,1.0,-1
2019-03-19 16:23:00.000,2019-03-19 16:23:04.980,1.0,-1
2019-03-19 16:23:05.000,2019-03-19 16:23:09.979,1.0,-1
2019-03-19 16:23:10.000,2019-03-19 16:23:14.979,1.0,-1
2019-03-19 16:23:15.000,2019-03-19 16:23:19.979,1.0,-1
2019-03-19 16:23:20.000,2019-03-19 16:23:24.979,1.0,-1
2019-03-19 16:23:25.000,2019-03-19 16:23:29.979,1.0,-1
2019-03-19 16:23:30.000,2019-03-19 16:23:34.979,1.0,-1
2019-03-19 16:23:35.000,2019-03-19 16:23:39.979,1.0,-1
2019-03-19 16:23:40.000,2019-03-19 16:23:44.979,1.0,-1
2019-03-19 16:23:45.000,2019-03-19 16:23:49.979,1.0,-1
2019-03-19 16:23:50.000,2019-03-19 16:23:54.979,1.0,-1
2019-03-19 16:23:55.000,2019-03-19 16:23:59.979,1.0,-1
2019-03-19 16:24:00.000,2019-03-19 16:24:04.980,1.0,-1
2019-03-19 16:24:05.000,2019-03-19 16:24:09.979,1.0,-1
2019-03-19 16:24:10.000,2019-03-19 16:24:14.979,1.0,-1
2019-03-19 16:24:15.000,2019-03-19 16:24:19.979,1.0,-1
2019-03-19 16:24:20.000,2019-03-19 16:24:24.979,1.0,-1
2019-03-19 16:24:25.000,2019-03-19 16:24:29.979,1.0,-1
2019-03-19 16:24:30.000,2019-03-19 16:24:34.979,1.0,-1
2019-03-19 16:24:35.000,2019-03-19 16:24:39.979,1.0,-1
2019-03-19 16:24:40.000,2019-03-19 16:24:44.979,1.0,-1
2019-03-19 16:24:45.000,2019-03-19 16:24:49.979,1.0,-1
2019-03-19 16:24:50.000,2019-03-19 16:24:54.979,1.0,-1
2019-03-19 16:24:55.000,2019-03-19 16:24:59.979,1.0,-1
2019-03-19 16:25:00.000,2019-03-19 16:25:04.980,1.0,-1
2019-03-19 16:25:05.000,2019-03-19 16:25:09.979,1.0,-1
2019-03-19 16:25:10.000,2019-03-19 16:25:14.979,1.0,-1
2019-03-19 16:25:15.000,2019-03-19 16:25:19.979,1.0,-1
2019-03-19 16:25:20.000,2019-03-19 16:25:24.979,1.0,-1
2019-03-19 16:25:25.000,2019-03-19 16:25:29.979,1.0,-1
2019-03-19 16:25:30.000,2019-03-19 16:25:34.979,1.0,-1
2019-03-19 16:25:35.000,2019-03-19 16:25:39.979,1.0,-1
2019-03-19 16:25:40.000,2019-03-19 16:25:44.979,1.0,-1
2019-03-19 16:25:45.000,2019-03-19 16:25:49.979,1.0,-1
2019-03-19 16:25:50.000,2019-03-19 16:25:54.979,1.0,-1
2019-03-19 16:25:55.000,2019-03-19 16:25:59.979,1.0,-1
2019-03-19 16:26:00.000,2019-03-19 16:26:04.980,1.0,-1
2019-03-19 16:26:05.000,2019-03-19 16:26:09.979,1.0,-1
2019-03-19 16:26:10.000,2019-03-19 16:26:14.979,1.0,-1
2019-03-19 16:26:15.000,2019-03-19 16:26:19.979,1.0,-1
2019-03-19 16:26:20.000,2019-03-19 16:26:24.979,1.0,-1
2019-03-19 16:26:25.000,2019-03-19 16:26:29.979,1.0,-1
2019-03-19 16:26:30.000,2019-03-19 16:26:34.979,1.0,-1
2019-03-19 16:26:35.000,2019-03-19 16:26:39.979,1.0,-1
2019-03-19 16:26:40.000,2019-03-19 16:26:44.979,1.0,-1
2019-03-19 16:26:45.000,2019-03-19 16:26:49.979,1.0,-1
2019-03-19 16:26:50.000,2019-03-19 16:26:54.979,1.0,-1
2019-03-19 16:26:55.000,2019-03-19 16:26:59.979,1.0,-1
2019-03-19 16:27:00.000,2019-03-19 16:27:04.980,1.0,-1
2019-03-19 16:27:05.000,2019-03-19 16:27:09.979,1.0,-1
2019-03-19 16:27:10.000,2019-03-19 16:27:14.979,1.0,-1
2019-03-19 16:27:15.000,2019-03-19 16:27:19.979,1.0,-1
2019-03-19 16:27:20.000,2019-03-19 16:27:24.979,1.0,-1
2019-03-19 16:27:25.000,2019-03-19 16:27:29.979,1.0,-1
2019-03-19 16:27:30.000,2019-03-19 16:27:34.979,1.0,-1
2019-03-19 16:27:35.000,2019-03-19 16:27:39.979,1.0,-1
2019-03-19 16:27:40.000,2019-03-19 16:27:44.979,1.0,-1
2019-03-19 16:27:45.000,2019-03-19 16:27:49.979,1.0,-1
2019-03-19 16:27:50.000,2019-03-19 16:27:54.979,1.0,-1
2019-03-19 16:27:55.000,2019-03-19 16:27:59.979,1.0,-1
2019-03-19 16:28:00.000,2019-03-19 16:28:04.980,1.0,-1
2019-03-19 16:28:05.000,2019-03-19 16:28:09.979,1.0,-1
2019-03-19 16:28:10.000,2019-03-19 16:28:14.979,1.0,-1
2019-03-19 16:28:15.000,2019-03-19 16:28:19.979,1.0,-1
2019-03-19 16:28:20.000,2019-03-19 16:28:24.979,1.0,-1
2019-03-19 16:28:25.000,2019-03-19 16:28:29.979,1.0,-1
2019-03-19 16:28:30.000,2019-03-19 16:28:34.979,1.0,-1
2019-03-19 16:28:35.000,2019-03-19 16:28:39.979,1.0,-1
2019-03-19 16:28:40.000,2019-03-19 16:28:44.979,1.0,-1
2019-03-19 16:28:45.000,2019-03-19 16:28:49.979,1.0,-1
2019-03-19 16:28:50.000,2019-03-19 16:28:54.979,1.0,-1
2019-03-19 16:28:55.000,2019-03-19 16:28:59.979,1.0,-1
2019-03-19 16:29:00.000,2019-03-19 16:29:04.980,1.0,-1
2019-03-19 16:29:05.000,2019-03-19 16:29:09.979,1.0,-1
